"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C ABRERA, 75","C","ABRERA","75","75","0",,,"0",,"1.9971387985473321","41.52148127123321","08191","RUBI","6573505DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ABRERA, 0","PTGE","ABRERA","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte Desconegut","Secció Censal Desconeguda","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ABRERA, 2","PTGE","ABRERA","2","2","0",,,"0",,"2.0003742079233104","41.51995732838649","08191","RUBI","6871302DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ABRERA, 4","PTGE","ABRERA","4","4","0",,,"0",,"2.000226581111155","41.52015851754786","08191","RUBI","6871301DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 0","C","ACACIES","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 2","C","ACACIES","2","2","0",,,"0",,"2.0132405774043636","41.50862771514289","08191","RUBI","7758067DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 4","C","ACACIES","4","4","0",,,"0",,"2.013017625548068","41.50841513089698","08191","RUBI","7758006DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 6","C","ACACIES","6","6","0",,,"0",,"2.012930431976618","41.50822573685566","08191","RUBI","7758007DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 7","C","ACACIES","7","7","0",,,"0",,"2.0126772926538568","41.507855846169484","08191","RUBI","7758068DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 8","C","ACACIES","8","8","0",,,"0",,"2.012624970714302","41.50806942440287","08191","RUBI","7758007DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 10","C","ACACIES","10","10","0",,,"0",,"2.012846573559435","41.50816864216858","08191","RUBI","7758007DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 12","C","ACACIES","12","12","0",,,"0",,"2.0125217961787834","41.50795987092861","08191","RUBI","7758019DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ACACIES, 14","C","ACACIES","14","14","0",,,"0",,"2.012534433733147","41.50776377233713","08191","RUBI","7758014DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ACACIES, 0","PTGE","ACACIES","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ACACIES, 1","PTGE","ACACIES","1","1","0",,,"0",,"2.0123698283748985","41.507322397174136","08191","RUBI","7758065DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ACACIES, 2","PTGE","ACACIES","2","2","0",,,"0",,"2.0124902855232567","41.50736030922417","08191","RUBI","7758016DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ACACIES, 3","PTGE","ACACIES","3","3","0",,,"0",,"2.0119490591082245","41.507261821356074","08191","RUBI","7758064DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE ACACIES, 4","PTGE","ACACIES","4","4","0",,,"0",,"2.0120240818025605","41.50738632654944","08191","RUBI","7758015DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C ALCANYIS, 0","C","ALCANYIS","0","0","0",,,"0",,,,"08191","RUBI",,"1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 026 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 0","C","AGRAMUNT","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte Desconegut","Secció Censal Desconeguda","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 1","C","AGRAMUNT","1","1","0",,,"0",,"1.996420778046361","41.51882146241021","08191","RUBI","6471516DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 2","C","AGRAMUNT","2","2","0",,,"0",,"1.9964726280827962","41.518708457491265","08191","RUBI","6770834DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 3","C","AGRAMUNT","3","3","0",,,"0",,"1.9966783069936658","41.5188079216819","08191","RUBI","6471517DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 4","C","AGRAMUNT","4","4","0",,,"0",,"1.9967235255329407","41.51870809732799","08191","RUBI","6770833DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 5","C","AGRAMUNT","5","5","0",,,"0",,"1.9969242115354","41.51880828556015","08191","RUBI","6471514DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 6","C","AGRAMUNT","6","6","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 7","C","AGRAMUNT","7","7","0",,,"0",,"1.9971534470093752","41.518816654526084","08191","RUBI","6471513DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 8-10","C","AGRAMUNT","8-10","8","10",,,"0",,"1.9969000198618525","41.51871116764863","08191","RUBI","6770832DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 12-14","C","AGRAMUNT","12-14","12","14",,,"0",,"1.997162190248124","41.51871444304521","08191","RUBI","6770831DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 16","C","AGRAMUNT","16","16","0",,,"0",,"1.9974526829650328","41.518703681469646","08191","RUBI","6770830DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 19","C","AGRAMUNT","19","19","0",,,"0",,"1.9978002907110723","41.51852165200854","08191","RUBI","6471512DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 20","C","AGRAMUNT","20","20","0",,,"0",,"1.9976197977986465","41.51858861620142","08191","RUBI","6770829DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 21-23","C","AGRAMUNT","21-23","21","23",,,"0",,"1.9979495427166576","41.51834831532347","08191","RUBI","6471524DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 22","C","AGRAMUNT","22","22","0",,,"0",,"1.9976844567165901","41.518394811784944","08191","RUBI","6770828DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 24","C","AGRAMUNT","24","24","0",,,"0",,"1.9978692311390396","41.518261472657976","08191","RUBI","6770827DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 25","C","AGRAMUNT","25","25","0",,,"0",,"1.9981933492921184","41.51840053477989","08191","RUBI","6471525DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 27-29","C","AGRAMUNT","27-29","27","29",,,"0",,"1.9983705593202188","41.51854194184371","08191","RUBI","6471526DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 30","C","AGRAMUNT","30","30","0",,,"0",,"1.998198445699993","41.51828112111269","08191","RUBI","6770826DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 31","C","AGRAMUNT","31","31","0",,,"0",,"1.9987013871128212","41.51866937699784","08191","RUBI","6471511DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 31-33","C","AGRAMUNT","31-33","31","33",,,"0",,"1.9987013871128212","41.51866937699784","08191","RUBI","6471511DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 32","C","AGRAMUNT","32","32","0",,,"0",,"1.9983542009482609","41.51837371735697","08191","RUBI","6770825DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 34","C","AGRAMUNT","34","34","0",,,"0",,"1.9985255632696435","41.51851149197696","08191","RUBI","6770824DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 36","C","AGRAMUNT","36","36","0",,,"0",,"1.9987070534191276","41.518572730403","08191","RUBI","6770823DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 38","C","AGRAMUNT","38","38","0",,,"0",,"1.9988885477818974","41.518593029118634","08191","RUBI","6770822DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 40","C","AGRAMUNT","40","40","0",,,"0",,"1.999088238096477","41.518594065412984","08191","RUBI","6770837DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 42","C","AGRAMUNT","42","42","0",,,"0",,"1.9992146987808417","41.51868225371832","08191","RUBI","6770808DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 44","C","AGRAMUNT","44","44","0",,,"0",,"1.9991837948214775","41.51911762187642","08191","RUBI","6770807DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 47","C","AGRAMUNT","47","47","0",,,"0",,"1.9991327529067668","41.51953317668236","08191","RUBI","6471507DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 49-51","C","AGRAMUNT","49-51","49","51",,,"0",,"1.9989350449842058","41.519664037333484","08191","RUBI","6471506DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 50","C","AGRAMUNT","50","50","0",,,"0",,"1.999278204026099","41.51928454471614","08191","RUBI","6770806DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 52","C","AGRAMUNT","52","52","0",,,"0",,"1.9993279715156853","41.519401913590784","08191","RUBI","6770805DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 53","C","AGRAMUNT","53","53","0",,,"0",,"1.9987632062954555","41.51976936013827","08191","RUBI","6471523DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 54","C","AGRAMUNT","54","54","0",,,"0",,"1.999289811045033","41.519549765351336","08191","RUBI","6770821DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 55","C","AGRAMUNT","55","55","0",,,"0",,"1.9986009021567075","41.51985489134851","08191","RUBI","6471505DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 56","C","AGRAMUNT","56","56","0",,,"0",,"1.999220438266212","41.51962499461742","08191","RUBI","6770835DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 58","C","AGRAMUNT","58","58","0",,,"0",,"1.999074310151672","41.519722215332955","08191","RUBI","6770802DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 60","C","AGRAMUNT","60","60","0",,,"0",,"1.9988410543892274","41.519863103941105","08191","RUBI","6770801DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C AGRAMUNT, 60-62","C","AGRAMUNT","60-62","60","62",,,"0",,"1.9988410543892274","41.519863103941105","08191","RUBI","6770801DF1967S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PL AGRICULTURA, 0","PL","AGRICULTURA","0","0","0",,,"0",,,,"08191","RUBI",,,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PL AGRICULTURA, 1","PL","AGRICULTURA","1","1","0",,,"0",,"2.0387843046141847","41.48931868765481","08191","RUBI","9837303DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PL AGRICULTURA, 2","PL","AGRICULTURA","2","2","0",,,"0",,"2.0387236781255806","41.48932652712624","08191","RUBI","9837302DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PL AGRICULTURA, 2-3","PL","AGRICULTURA","2-3","2","3",,,"0",,"2.0387236781255806","41.48932652712624","08191","RUBI","9837302DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PL AGRICULTURA, 3","PL","AGRICULTURA","3","3","0",,,"0",,"2.0385697041488626","41.48934405096915","08191","RUBI","9837301DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
