"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C PING PONG, 0","C","PING PONG","0","0","0",,,"0",,,,"08191","RUBI",,"1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 1","C","PING PONG","1","1","0",,,"0",,"2.0469246976571145","41.50489034700456","08191","RUBI","0457009DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 2","C","PING PONG","2","2","0",,,"0",,"2.0470742034353044","41.50483839865301","08191","RUBI","0457008DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 3","C","PING PONG","3","3","0",,,"0",,"2.0470730292862194","41.504968019266684","08191","RUBI","0457010DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 4","C","PING PONG","4","4","0",,,"0",,"2.047279649889079","41.50494510511235","08191","RUBI","0457022DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 5","C","PING PONG","5","5","0",,,"0",,"2.0472424985503257","41.50505747256848","08191","RUBI","0457011DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 6","C","PING PONG","6","6","0",,,"0",,"2.0474397465856446","41.505029447887686","08191","RUBI","0457021DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 7","C","PING PONG","7","7","0",,,"0",,"2.0474252052823863","41.50514887794075","08191","RUBI","0457012DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 8","C","PING PONG","8","8","0",,,"0",,"2.0476173079243223","41.505115488828785","08191","RUBI","0457020DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 9","C","PING PONG","9","9","0",,,"0",,"2.0476516019045645","41.50526761139387","08191","RUBI","0457013DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 10","C","PING PONG","10","10","0",,,"0",,"2.0478136264235904","41.50521487057353","08191","RUBI","0457019DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 11","C","PING PONG","11","11","0",,,"0",,"2.0479351907059913","41.50543419043255","08191","RUBI","0457014DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 12","C","PING PONG","12","12","0",,,"0",,"2.047992446229211","41.505319415804706","08191","RUBI","0457018DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 13","C","PING PONG","13","13","0",,,"0",,"2.048022531769189","41.50557002103056","08191","RUBI","0457015DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 14","C","PING PONG","14","14","0",,,"0",,"2.0481237660578957","41.505413159911676","08191","RUBI","0457017DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"C PING PONG, 16","C","PING PONG","16","16","0",,,"0",,"2.0483115340780063","41.505478207195765","08191","RUBI","0457016DF2905N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 021 del D. 04","DA5","Districte Administratiu 5 - NORD","818460009","Ajuntament de Rubí"
"PG PINS, 0","PG","PINS","0","0","0",,,"0",,,,"08191","RUBI",,,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 1","PG","PINS","1","1","0",,,"0",,"2.0374724365880224","41.489830654773755","08191","RUBI","9838807DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 3","PG","PINS","3","3","0",,,"0",,"2.0375870899727153","41.48990909012855","08191","RUBI","9838806DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"POLIG SECTOR B, 16","POLIG","SECTOR B","16","16","0",,,"0",,,,"08191","RUBI","9519205DF1991N",,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA3","Districte Administratiu 3 - SUD","818460009","Ajuntament de Rubí"
"PG PINS, 4","PG","PINS","4","4","0",,,"0",,"2.0372707705288544","41.48948650150486","08191","RUBI","9837319DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 5","PG","PINS","5","5","0",,,"0",,"2.0376681025881593","41.489971815783356","08191","RUBI","9838805DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 6","PG","PINS","6","6","0",,,"0",,"2.03734769252","41.48954576749597","08191","RUBI","9837818DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 012 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 7","PG","PINS","7","7","0",,,"0",,"2.0377999660867423","41.49006290119461","08191","RUBI","9838804DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 9","PG","PINS","9","9","0",,,"0",,"2.037902049232205","41.490130994775676","08191","RUBI","9838803DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 13","PG","PINS","13","13","0",,,"0",,"2.0382674374066863","41.49040550145093","08191","RUBI","9840007DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 14","PG","PINS","14","14","0",,,"0",,"2.0380514916692647","41.490052641454575","08191","RUBI","9838002DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 15","PG","PINS","15","15","0",,,"0",,"2.0383431471240594","41.49045448970039","08191","RUBI","9840006DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 16-20","PG","PINS","16-20","16","20",,,"0",,"2.038343651837866","41.49023167562048","08191","RUBI","9838001DF1993N","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PG PINS, 17","PG","PINS","17","17","0",,,"0",,"2.038428369765079","41.490516091347494","08191","RUBI","9840003DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 013 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 0","C","PINS I OLIVERES","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 1-3","C","PINS I OLIVERES","1-3","1","3",,,"0",,"2.0141132404181","41.50687361567571","08191","RUBI","7958058DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 2","C","PINS I OLIVERES","2","2","0",,,"0",,"2.014067560367189","41.50676875738712","08191","RUBI","7958049DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 4","C","PINS I OLIVERES","4","4","0",,,"0",,"2.01434558658467","41.50681856933249","08191","RUBI","7958044DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 5","C","PINS I OLIVERES","5","5","0",,,"0",,"2.0148319177444383","41.50693726933509","08191","RUBI","7958057DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 6","C","PINS I OLIVERES","6","6","0",,,"0",,"2.0145796538240783","41.506827175751134","08191","RUBI","7958043DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 7","C","PINS I OLIVERES","7","7","0",,,"0",,"2.015145759253917","41.506930339453675","08191","RUBI","7958056DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 7-9","C","PINS I OLIVERES","7-9","7","9",,,"0",,"2.015145759253917","41.506930339453675","08191","RUBI","7958056DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 8","C","PINS I OLIVERES","8","8","0",,,"0",,"2.014745145968586","41.50684408195641","08191","RUBI","7958042DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 10","C","PINS I OLIVERES","10","10","0",,,"0",,"2.01486509858153","41.506840124928374","08191","RUBI","7958041DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 12","C","PINS I OLIVERES","12","12","0",,,"0",,"2.015050941490831","41.50683576473483","08191","RUBI","7958040DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 14","C","PINS I OLIVERES","14","14","0",,,"0",,"2.0152463488631143","41.506809653712565","08191","RUBI","7958039DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 16","C","PINS I OLIVERES","16","16","0",,,"0",,"2.015489059977073","41.50682864382929","08191","RUBI","7958037DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 17","C","PINS I OLIVERES","17","17","0",,,"0",,"2.0166386244461556","41.50673788249537","08191","RUBI","7958051DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 18","C","PINS I OLIVERES","18","18","0",,,"0",,"2.0157312889351897","41.506825602006195","08191","RUBI","7958036DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 19","C","PINS I OLIVERES","19","19","0",,,"0",,"2.016961125691056","41.506661565667706","08191","RUBI","7958050DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 20","C","PINS I OLIVERES","20","20","0",,,"0",,"2.0159163966615408","41.5068212779415","08191","RUBI","7958035DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 21","C","PINS I OLIVERES","21","21","0",,,"0",,"2.0171796679006624","41.506588145765676","08191","RUBI","7958081DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PLATI, 32","C","PLATI","32","32","0",,,"0",,"2.024041407521607","41.48663488975466","08191","RUBI","8634102DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 22","C","PINS I OLIVERES","22","22","0",,,"0",,"2.016141156795066","41.506769517411655","08191","RUBI","7958034DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 23","C","PINS I OLIVERES","23","23","0",,,"0",,"2.0174129804766507","41.50651452194194","08191","RUBI","7958078DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 24","C","PINS I OLIVERES","24","24","0",,,"0",,"2.0164185817580864","41.50669713799911","08191","RUBI","7958033DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 26","C","PINS I OLIVERES","26","26","0",,,"0",,"2.0166343980675947","41.50662721917537","08191","RUBI","7958032DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 26-28","C","PINS I OLIVERES","26-28","26","28",,,"0",,"2.0166343980675947","41.50662721917537","08191","RUBI","7958032DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 28","C","PINS I OLIVERES","28","28","0",,,"0",,"2.0170255051382098","41.506522694202374","08191","RUBI","7958084DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINS I OLIVERES, 30","C","PINS I OLIVERES","30","30","0",,,"0",,"2.0172670842721385","41.506455435277154","08191","RUBI","7958031DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 0","PTGE","PINS I OLIVERES","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 3","PTGE","PINS I OLIVERES","3","3","0",,,"0",,"2.0156148474566","41.50732826956968","08191","RUBI","7958056DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 4","PTGE","PINS I OLIVERES","4","4","0",,,"0",,"2.0160136542680207","41.507182735992764","08191","RUBI","7958053DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 5","PTGE","PINS I OLIVERES","5","5","0",,,"0",,"2.0154308937581904","41.50749517300276","08191","RUBI","7958077DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 6","PTGE","PINS I OLIVERES","6","6","0",,,"0",,"2.0158070958467014","41.50731601925772","08191","RUBI","7958054DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE PINS I OLIVERES, 8","PTGE","PINS I OLIVERES","8","8","0",,,"0",,"2.0156248989983583","41.5074275541762","08191","RUBI","7958055DF1975N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 001 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 0","C","PINSA","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte Desconegut","Secció Censal Desconeguda","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 1","C","PINSA","1","1","0",,,"0",,"2.0184000624884293","41.48621992481054","08191","RUBI","8134401DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 2","C","PINSA","2","2","0",,,"0",,"2.018352645940845","41.48632751581381","08191","RUBI","8134202DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 4","C","PINSA","4","4","0",,,"0",,"2.0182409799349954","41.486313062517304","08191","RUBI","8134203DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 5","C","PINSA","5","5","0",,,"0",,"2.017895343377283","41.48614457223523","08191","RUBI","8134409DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 6","C","PINSA","6","6","0",,,"0",,"2.0180956340129113","41.486295171722865","08191","RUBI","8134204DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 7","C","PINSA","7","7","0",,,"0",,"2.017676187029601","41.48606023992266","08191","RUBI","8134408DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 8","C","PINSA","8","8","0",,,"0",,"2.017968948069446","41.48627604033779","08191","RUBI","8134205DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 9","C","PINSA","9","9","0",,,"0",,"2.017469128779098","41.485978703429716","08191","RUBI","8134603DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
