"REGISTRE","ESTAT","DATA_REGISTRE","DATA_BAIXA","TIPUS_IDENTIFICACIO","ESPECIE","SEXE","MIDA",DATA_NAIXEMENT,"RACA","PERILLOS","GOS_ASSITENCIA","CODI_ENS","NOM_ENS"
"R000937819","Vigent","2022-02-28",,"XIP","Gos","Mascle","Gran","2010/09/18 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000937922","Vigent","2022-02-28",,"XIP","Gos","Femella","Gran","2018/04/01 00:00:00.000000000","mastí dels Pirineus","No","No","818460009","Ajuntament de Rubí"
"R000937894","Vigent","2022-02-28",,"XIP","Gos","Mascle",,,"teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000937910","Vigent","2022-02-28",,"XIP","Gos","Mascle","Petit","2010/12/25 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000937947","Vigent","2022-02-28",,"XIP","Gos","Mascle","Gran","2018/04/01 00:00:00.000000000","mastí dels Pirineus","No","No","818460009","Ajuntament de Rubí"
"R000938007","Vigent","2022-02-28",,"XIP","Gat","Femella",,"2021/03/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000937969","Vigent","2022-02-28",,"XIP","Gos","Mascle","Gran","2020/10/15 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000937945","Vigent","2022-02-28",,"XIP","Gat","Mascle",,"2008/08/14 00:00:00.000000000","persa (gat)","No","No","818460009","Ajuntament de Rubí"
"R000937905","Vigent","2022-02-28",,"XIP","Gos","Mascle","Gran","2020/12/08 00:00:00.000000000","mastí dels Pirineus","No","No","818460009","Ajuntament de Rubí"
"R000937897","Vigent","2022-02-28",,"XIP","Gos","Femella","Gran",,,"No","No","818460009","Ajuntament de Rubí"
"R000937989","Vigent","2022-02-28",,"XIP","Gos","Femella","Petit","2016/04/01 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000937831","Vigent","2022-02-28",,"XIP","Gos","Femella",,"2017/08/11 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000937840","Vigent","2022-02-28",,"XIP","Gos","Mascle","Mitjà","2013/10/22 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000937843","Vigent","2022-02-28",,"XIP","Gos","Mascle",,"2020/11/28 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000937847","Vigent","2022-02-28",,"XIP","Gos","Mascle","Mitjà","2018/12/18 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000937851","Vigent","2022-02-28",,"XIP","Gos","Mascle","Mitjà","2020/11/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000937950","Vigent","2022-02-28",,"XIP","Gos","Femella","Petit",,"indefinit","No","No","818460009","Ajuntament de Rubí"
"R000937855","Vigent","2022-02-28",,"XIP","Gos","Femella",,,,"No","No","818460009","Ajuntament de Rubí"
"R000932371","Vigent","2022-02-03",,"XIP","Gos","Mascle","Gran","2020/08/08 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000932365","Vigent","2022-02-03",,"XIP","Gos","Mascle","Mitjà","2021/08/11 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000923682","Vigent","2021-12-29",,"XIP","Gat","Femella","Mitjà","2021/05/29 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932368","Vigent","2022-02-03",,"XIP","Gos","Mascle","Mitjà","2019/12/08 00:00:00.000000000","pastor australià","No","No","818460009","Ajuntament de Rubí"
"R000932316","Vigent","2022-02-03",,"XIP","Gos","Mascle","Gran",,"llebrer espanyol/galgo","No","No","818460009","Ajuntament de Rubí"
"R000923676","Vigent","2021-12-29",,"XIP","Gos","Femella","Mitjà","2012/07/09 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000923683","Vigent","2021-12-29",,"XIP","Gat","Femella","Mitjà","2021/06/26 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932271","Vigent","2022-02-03",,"XIP","Gos","Mascle","Petit","2021/08/25 00:00:00.000000000","Jack Russell terrier","No","No","818460009","Ajuntament de Rubí"
"R000923376","Vigent","2021-12-27",,"XIP","Gat","Mascle",,,,"No","No","818460009","Ajuntament de Rubí"
"R000923366","Vigent","2021-12-27",,"XIP","Gat","Mascle","Mitjà","2021/05/21 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932245","Vigent","2022-02-03",,"XIP","Gos","Femella","Petit","2021/07/18 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000933508","Vigent","2022-02-09",,"XIP","Gos","Mascle",,"2021/02/08 00:00:00.000000000",,"Si","No","818460009","Ajuntament de Rubí"
"R000932229","Vigent","2022-02-03",,"XIP","Gat","Mascle",,"2020/05/25 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932233","Vigent","2022-02-03",,"XIP","Gat","Femella",,"2018/06/06 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932241","Vigent","2022-02-03",,"XIP","Gat","Femella","Mitjà","2017/07/31 00:00:00.000000000","britànic de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932222","Vigent","2022-02-03",,"XIP","Gos","Femella","Mitjà","2018/05/16 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000932225","Vigent","2022-02-03",,"XIP","Gos","Femella","Mitjà","2018/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000932206","Vigent","2022-02-03",,"XIP","Gos","Mascle","Gran","2020/09/09 00:00:00.000000000","brac de Weimar","No","No","818460009","Ajuntament de Rubí"
"R000923099","Vigent","2021-12-23",,"XIP","Gos","Mascle","Gran","2015/09/01 00:00:00.000000000","Alà espanyol","No","No","818460009","Ajuntament de Rubí"
"R000932190","Vigent","2022-02-03",,"XIP","Gos","Mascle","Mitjà",,,"No","No","818460009","Ajuntament de Rubí"
"R000932203","Vigent","2022-02-03",,"XIP","Gos","Mascle","Petit","2016/06/12 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000779161","Vigent","2020-01-09",,"XIP","Gos","Mascle","Mitjà","2018/06/30 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000932201","Vigent","2022-02-03",,"XIP","Gat","Femella",,"2021/04/11 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000932178","Vigent","2022-02-03",,"XIP","Gos","Femella","Mitjà","2021/03/24 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000922389","Vigent","2021-12-20",,"XIP","Gos","Mascle",,"2021/09/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000932156","Vigent","2022-02-03",,"XIP","Gos","Femella","Gran","2012/05/02 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000921977","Vigent","2021-12-16",,"XIP","Gat","Femella","Mitjà","2020/04/19 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000921804","Vigent","2021-12-16",,"XIP","Gos","Femella","Mitjà","2017/01/15 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000932377","Vigent","2022-02-03",,"XIP","Gos","Mascle","Mitjà","2017/06/14 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000931434","Vigent","2022-01-31",,"XIP","Gos","Mascle","Petit","2019/02/14 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000931433","Vigent","2022-01-31",,"XIP","Gos","Mascle","Petit","2021/08/17 00:00:00.000000000","Caniche toy","No","No","818460009","Ajuntament de Rubí"
"R000931431","Vigent","2022-01-31",,"XIP","Gos","Femella","Petit","2018/06/09 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000931432","Vigent","2022-01-31",,"XIP","Gos","Femella","Mitjà","2021/04/29 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000920267","Vigent","2021-12-04",,"XIP","Gat","Femella","Mitjà","2020/09/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000931430","Vigent","2022-01-31",,"XIP","Gat","Femella",,"2020/03/11 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000920070","Vigent","2021-12-03",,"XIP","Gos","Mascle","Mitjà","2016/02/11 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000931429","Vigent","2022-01-31",,"XIP","Gos","Mascle","Mitjà","2021/05/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000919762","Vigent","2021-12-02",,"XIP","Gat","Femella","Petit","2021/07/14 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000919782","Vigent","2021-12-02",,"XIP","Gat","Femella","Petit","2021/04/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000919784","Vigent","2021-12-02",,"XIP","Gat","Femella","Petit","2021/04/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000919792","Vigent","2021-12-02",,"XIP","Gat","Mascle","Mitjà",,"europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000919798","Vigent","2021-12-02",,"XIP","Gat","Mascle","Mitjà",,"europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000931427","Vigent","2022-01-31",,"XIP","Gos","Mascle","Petit","2020/04/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000918530","Vigent","2021-11-26",,"XIP","Gos","Mascle","Mitjà","2016/04/21 00:00:00.000000000","llebrer espanyol/galgo","No","No","818460009","Ajuntament de Rubí"
"R000918524","Vigent","2021-11-26",,"XIP","Gos","Mascle","Petit","2015/09/08 00:00:00.000000000","gos crestat xinès","No","No","818460009","Ajuntament de Rubí"
"R000931424","Vigent","2022-01-31",,"XIP","Gos","Femella","Mitjà","2021/07/20 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000918232","Vigent","2021-11-25",,"XIP","Gat","Femella","Mitjà","2019/10/01 00:00:00.000000000","persa (gat)","No","No","818460009","Ajuntament de Rubí"
"R000931425","Vigent","2022-01-31",,"XIP","Gos","Mascle","Petit","2021/08/02 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000918013","Vigent","2021-11-24",,"XIP","Gat","Mascle","Mitjà","2017/08/02 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000917643","Vigent","2021-11-23",,"XIP","Gos","Femella",,"2020/06/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000917628","Vigent","2021-11-23",,"XIP","Gos","Femella",,"2021/01/27 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000917618","Vigent","2021-11-23",,"XIP","Gos","Femella",,"2020/10/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000917613","Vigent","2021-11-23",,"XIP","Gos","Mascle",,"2020/01/30 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000917597","Vigent","2021-11-23",,"XIP","Gos","Femella",,"2017/03/19 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000917586","Vigent","2021-11-23",,"Tatuatge","Gos","Mascle",,"2021/04/09 00:00:00.000000000","Staffordshire Bull Terrier","No","No","818460009","Ajuntament de Rubí"
"R000931422","Vigent","2022-01-31",,"XIP","Gos","Mascle",,"2009/01/30 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000931418","Vigent","2022-01-31",,"XIP","Gos","Femella","Gran","2021/08/08 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000931421","Vigent","2022-01-31",,"XIP","Gos","Femella","Mitjà","2020/10/01 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000931417","Vigent","2022-01-31",,"XIP","Gos","Femella","Gran","2021/07/31 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000931416","Vigent","2022-01-31",,"XIP","Gos","Femella","Mitjà","2021/05/03 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000916324","Vigent","2021-11-17",,"XIP","Gos","Mascle",,"2021/09/15 00:00:00.000000000","american bully","No","No","818460009","Ajuntament de Rubí"
"R000931415","Vigent","2022-01-31",,"XIP","Gos","Femella","Mitjà","2019/12/10 00:00:00.000000000","Mastí americà","No","No","818460009","Ajuntament de Rubí"
"R000915412","Vigent","2021-11-13",,"XIP","Gos","Femella","Gran","2019/06/06 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000915414","Vigent","2021-11-13",,"XIP","Gos","Femella","Mitjà","2021/02/03 00:00:00.000000000","indefinit","Si","No","818460009","Ajuntament de Rubí"
"R000915746","Vigent","2021-11-16",,"XIP","Gos","Femella","Petit","2021/11/16 00:00:00.000000000","yorkshire biewer","No","No","818460009","Ajuntament de Rubí"
"R000915380","Vigent","2021-11-12",,"XIP","Gos","Mascle",,"2021/09/02 00:00:00.000000000","dog argentí","Si","No","818460009","Ajuntament de Rubí"
"R000915393","Vigent","2021-11-12",,"XIP","Gat","Femella","Petit","2021/04/29 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000915379","Vigent","2021-11-12",,"XIP","Gos","Femella",,"2021/09/02 00:00:00.000000000","dog argentí","Si","No","818460009","Ajuntament de Rubí"
"R000924407","Vigent","2022-01-03",,"XIP","Gos","Mascle","Mitjà","2019/07/23 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000924403","Vigent","2022-01-03",,"XIP","Gos","Mascle","Petit","2021/01/01 00:00:00.000000000","Caniche toy","No","No","818460009","Ajuntament de Rubí"
"R000736003","Vigent","2019-06-11",,"XIP","Gos","Femella","Gran","2019/06/11 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000924406","Vigent","2022-01-03",,"XIP","Gos","Femella","Mitjà","2021/08/01 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000924404","Vigent","2022-01-03",,"XIP","Gos","Mascle","Gran","2020/10/22 00:00:00.000000000","indefinit","Si","No","818460009","Ajuntament de Rubí"
"R000922637","Vigent","2021-12-21",,"XIP","Gat","Mascle","Petit","2021/09/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000925258","Vigent","2022-01-07",,"XIP","Gat","Femella","Mitjà","2021/07/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000925252","Vigent","2022-01-07",,"XIP","Gat","Femella","Mitjà","2021/07/15 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000914094","Vigent","2021-11-08",,"XIP","Gat","Femella",,"2019/11/05 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000922632","Vigent","2021-12-21",,"XIP","Gos","Mascle","Mitjà","2020/09/09 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000917357","Vigent","2021-11-22",,"XIP","Gos","Femella","Petit","2021/03/10 00:00:00.000000000","magyar agár","No","No","818460009","Ajuntament de Rubí"
"R000913141","Vigent","2021-11-04",,"XIP","Fura","Femella",,"2020/09/09 00:00:00.000000000","fura","No","No","818460009","Ajuntament de Rubí"
"R000913197","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2021/04/24 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000913154","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2020/10/07 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000913143","Vigent","2021-11-04",,"XIP","Gat","Femella",,,"indefinit (gat)","No","No","818460009","Ajuntament de Rubí"
"R000913155","Vigent","2021-11-04",,"XIP","Gos","Femella","Gran","2015/10/01 00:00:00.000000000","dog de Bordeus","Si","No","818460009","Ajuntament de Rubí"
"R000913177","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2013/07/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000922628","Vigent","2021-12-21",,"XIP","Gat","Femella","Petit","2021/09/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000922624","Vigent","2021-12-21",,"XIP","Gat","Mascle","Petit","2021/09/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000913150","Vigent","2021-11-04",,"XIP","Gat","Femella",,"2021/04/23 00:00:00.000000000","indefinit (gat)","No","No","818460009","Ajuntament de Rubí"
"R000913146","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2018/07/08 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000922631","Vigent","2021-12-21",,"XIP","Gos","Femella","Gran","2021/06/14 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000922629","Vigent","2021-12-21",,"XIP","Gos","Femella","Gran","2020/01/18 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000922627","Vigent","2021-12-21",,"XIP","Gos","Mascle","Gran","2017/08/14 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000913142","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2021/04/11 00:00:00.000000000","caniche","No","No","818460009","Ajuntament de Rubí"
"R000913198","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2021/04/23 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000913174","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2017/07/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000913192","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2021/04/12 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000913189","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2021/03/10 00:00:00.000000000","brac alemany","No","No","818460009","Ajuntament de Rubí"
"R000913187","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2021/06/16 00:00:00.000000000","pomerània / spitz nan","No","No","818460009","Ajuntament de Rubí"
"R000913184","Vigent","2021-11-04",,"XIP","Gos","Femella",,"2020/11/30 00:00:00.000000000","podenc andalús","No","No","818460009","Ajuntament de Rubí"
"R000913151","Vigent","2021-11-04",,"XIP","Gat","Femella",,"2019/06/12 00:00:00.000000000","indefinit (gat)","No","No","818460009","Ajuntament de Rubí"
"R000913194","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2012/06/21 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000913148","Vigent","2021-11-04",,"XIP","Gos","Mascle",,"2017/10/23 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000912979","Vigent","2021-11-03",,"XIP","Gos","Mascle",,"2021/03/12 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
